Entry	Rhea ID	Organism	Protein names
A0A068CNX1	RHEA:76491 RHEA:76503 RHEA:79427 RHEA:79439 RHEA:79443 RHEA:79447	Glechoma hederacea (Ground-ivy)	Vanillin synthase, chloroplastic (Ferulate hydratase/lyase) (GhVAN) (EC 4.1.2.65)
A0A0F7G352	RHEA:76491 RHEA:76503 RHEA:79427 RHEA:79439 RHEA:79443 RHEA:79447	Vanilla planifolia (Vanilla)	Vanillin synthase, chloroplastic (Ferulate hydratase/lyase) (VpVAN) (EC 4.1.2.65)
Q88JH0	RHEA:51020 RHEA:62200 RHEA:43432 RHEA:79327 RHEA:79319 RHEA:79323 RHEA:79331 RHEA:79335 RHEA:79359 RHEA:79339 RHEA:79343 RHEA:79347 RHEA:79351 RHEA:79355	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	Quinoprotein alcohol dehydrogenase PedH (EC 1.1.2.-) (Lanthanide-dependent pyrroloquinoline quinone-dependent alcohol dehydrogenase) (Lanthanide-dependent PQQ-ADH)
Q88JH5	RHEA:51020 RHEA:62200 RHEA:43432 RHEA:79327 RHEA:79319 RHEA:79323 RHEA:79331 RHEA:79335 RHEA:79359 RHEA:79339 RHEA:79343 RHEA:79347 RHEA:79351 RHEA:79355	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	Quinoprotein alcohol dehydrogenase PedE (EC 1.1.2.8) (Ca(2+)-dependent pyrroloquinoline quinone-dependent alcohol dehydrogenase) (Ca(2+)-dependent PQQ-ADH)
A0A1V0QSF3	RHEA:29511 RHEA:12869 RHEA:16965 RHEA:80407	Cannabis sativa (Hemp) (Marijuana)	Valencene synthase TPS8FN (EC 4.2.3.73) ((-)-limonene synthase TPS8FN) ((-)-(4S)-limonene synthase) (EC 4.2.3.16) (Gamma-eudesmol synthase TPS8FN) (EC 4.2.3.-) (Myrcene synthase TPS8FN) (EC 4.2.3.15) (Terpene synthase 8FN) (CsTPS8FN)
G2QIL8	RHEA:80559 RHEA:58068	Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile)	Aromatic dioxygenase (Ado) (EC 1.13.11.88) (EC 1.13.11.94) (TtCCO)
