Entry	Rhea ID	Organism	Protein names
O60733	RHEA:15801 RHEA:36231 RHEA:41223 RHEA:38779 RHEA:40811 RHEA:40427 RHEA:40519 RHEA:40431 RHEA:63304 RHEA:15177 RHEA:40435 RHEA:40831 RHEA:40827 RHEA:41067 RHEA:40479 RHEA:16645 RHEA:40463 RHEA:40467 RHEA:52812 RHEA:63256	Homo sapiens (Human)	85/88 kDa calcium-independent phospholipase A2 (CaI-PLA2) (EC 3.1.1.4) (2-lysophosphatidylcholine acylhydrolase) (EC 3.1.1.5) (Group VI phospholipase A2) (GVI PLA2) (Intracellular membrane-associated calcium-independent phospholipase A2 beta) (iPLA2-beta) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Patatin-like phospholipase domain-containing protein 9) (PNPLA9)
O69762	RHEA:62412 RHEA:36307 RHEA:62416 RHEA:14517 RHEA:18725 RHEA:62424 RHEA:62428 RHEA:40991 RHEA:40995	Pseudomonas fluorescens	Hydroxycinnamoyl-CoA hydratase-lyase (HCHL) (EC 4.1.2.61) (P-hydroxycinnamoyl CoA hydratase/lyase) (Trans-feruloyl-CoA hydratase/vanillin synthase)
O70320	RHEA:15801 RHEA:36231 RHEA:15177 RHEA:12044 RHEA:41223 RHEA:38779 RHEA:40923 RHEA:40643 RHEA:40811 RHEA:40971 RHEA:40639 RHEA:40911 RHEA:40919 RHEA:40975 RHEA:40915 RHEA:40435 RHEA:38575 RHEA:41111 RHEA:40983 RHEA:40979 RHEA:41103 RHEA:41107 RHEA:40927 RHEA:41219 RHEA:42604 RHEA:39939 RHEA:38487 RHEA:38491	Cavia porcellus (Guinea pig)	Phospholipase B1, membrane-associated (Phospholipase B) (Lysophospholipase) (EC 3.1.1.5) (Phospholipase A2) (EC 3.1.1.4) (Phospholipase B/lipase) (PLB/LIP) (Triacylglycerol lipase) (EC 3.1.1.3)
O77793	RHEA:15801 RHEA:36231 RHEA:15177 RHEA:40427 RHEA:41075 RHEA:40519 RHEA:40811 RHEA:41307 RHEA:41071 RHEA:41067 RHEA:41123 RHEA:40451 RHEA:40435 RHEA:53704 RHEA:53700 RHEA:53696 RHEA:53692 RHEA:53688 RHEA:41271 RHEA:41099 RHEA:41087	Equus caballus (Horse)	Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)]
O88202	RHEA:21016 RHEA:15177 RHEA:17777 RHEA:32967 RHEA:44696 RHEA:44708 RHEA:32991 RHEA:42364 RHEA:44652 RHEA:40435 RHEA:40887 RHEA:40807 RHEA:40891 RHEA:40895 RHEA:40899 RHEA:40827 RHEA:40903 RHEA:40879 RHEA:40959 RHEA:40907 RHEA:41320 RHEA:41352	Rattus norvegicus (Rat)	60 kDa lysophospholipase (EC 3.1.1.5) (Lysophospholipase-transacylase) [Includes: L-asparaginase (EC 3.5.1.1) (L-asparagine amidohydrolase); 1-alkyl-2-acetylglycerophosphocholine esterase (EC 3.1.1.47) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase)]
P04180	RHEA:21204 RHEA:17777 RHEA:43216 RHEA:43224 RHEA:53448 RHEA:53456 RHEA:53464 RHEA:53460 RHEA:53468 RHEA:53472 RHEA:53476 RHEA:53516 RHEA:53520 RHEA:40811 RHEA:40427 RHEA:53636	Homo sapiens (Human)	Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (1-alkyl-2-acetylglycerophosphocholine esterase) (EC 3.1.1.47) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase)
P14423	RHEA:44604 RHEA:40911 RHEA:40815 RHEA:40431 RHEA:45424 RHEA:45472 RHEA:44524 RHEA:40919 RHEA:15801 RHEA:41223 RHEA:38779 RHEA:40811 RHEA:41231	Rattus norvegicus (Rat)	Phospholipase A2, membrane associated (EC 3.1.1.4) (GIIC sPLA2) (Group IIA phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 2A)
P14555	RHEA:44604 RHEA:40911 RHEA:40815 RHEA:40431 RHEA:45424 RHEA:45472 RHEA:44524 RHEA:40919 RHEA:15801 RHEA:41223 RHEA:38779 RHEA:40811 RHEA:41231	Homo sapiens (Human)	Phospholipase A2, membrane associated (EC 3.1.1.4) (GIIC sPLA2) (Group IIA phospholipase A2) (Non-pancreatic secretory phospholipase A2) (NPS-PLA2) (Phosphatidylcholine 2-acylhydrolase 2A)
P16301	RHEA:21204 RHEA:17777 RHEA:43216 RHEA:43224 RHEA:53448 RHEA:53456 RHEA:53464 RHEA:53460 RHEA:53468 RHEA:53472 RHEA:53476 RHEA:53516 RHEA:53520 RHEA:40811 RHEA:40427 RHEA:53636	Mus musculus (Mouse)	Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (1-alkyl-2-acetylglycerophosphocholine esterase) (EC 3.1.1.47) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase)
P16970	RHEA:67680 RHEA:67684 RHEA:67072 RHEA:67080 RHEA:40419 RHEA:86875 RHEA:40415 RHEA:67688 RHEA:67696 RHEA:67692 RHEA:67712 RHEA:67708 RHEA:67700 RHEA:67704 RHEA:40783 RHEA:67092 RHEA:40787 RHEA:67088 RHEA:40791 RHEA:67084	Rattus norvegicus (Rat)	ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (70 kDa peroxisomal membrane protein) (PMP70)
P18424	RHEA:21204 RHEA:17777 RHEA:40811 RHEA:40427 RHEA:53448 RHEA:53456 RHEA:43216 RHEA:43224 RHEA:53464 RHEA:53460 RHEA:53468 RHEA:53472 RHEA:53476 RHEA:53516 RHEA:53520 RHEA:53636	Rattus norvegicus (Rat)	Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (1-alkyl-2-acetylglycerophosphocholine esterase) (EC 3.1.1.47) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase)
P28288	RHEA:67680 RHEA:67684 RHEA:67072 RHEA:67080 RHEA:40419 RHEA:86875 RHEA:40415 RHEA:67688 RHEA:67696 RHEA:67692 RHEA:67712 RHEA:67708 RHEA:67700 RHEA:67704 RHEA:40783 RHEA:67092 RHEA:40787 RHEA:67088 RHEA:40791 RHEA:67084	Homo sapiens (Human)	ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (70 kDa peroxisomal membrane protein) (PMP70)
P31482	RHEA:44604 RHEA:40911 RHEA:40815 RHEA:40431 RHEA:45424 RHEA:45472 RHEA:44524 RHEA:40919 RHEA:15801 RHEA:41223 RHEA:38779 RHEA:40811 RHEA:41231	Mus musculus (Mouse)	Phospholipase A2, membrane associated (EC 3.1.1.4) (Enhancing factor) (EF) (GIIC sPLA2) (Group IIA phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 2A)
